Rarity Folder,Filename,Collector Number,Card Display Name,Card Level,Card HP,Card Element,Attack 1 Type,Attack 1 Name,Attack 1 Element Cost,Attack 1 Damage,Attack 1 Description,Attack 1 Extended Lore,Attack 2 Type,Attack 2 Name,Attack 2 Element Cost,Attack 2 Damage,Attack 2 Description,Attack 2 Extended Lore,Item Description,Item Extended Lore,Artist Credit,Writer Credit,Card Image Alt Text Description
UltraRare,UltraRare_DEADRKGK_ViciousHeroism.jpg,053,Vicious Heroism (AMax),Noble,660,AU,Hidden Ability,There is no Escape,,,"At the start of your turn, if this card is in the graveyard and was sent there through battle on the previous turn: you may revive it onto your field with half of its maximum HP.","Explore, FIght, Die, Explore, Fight, Die, Explore, Fight, Die. Repeat. Repeat. Repeat. Repeat until you escape. Repeat until you can once more see the sun, shining in the sky. Repeat until you can see it every day.<br><br>Climb your way out of the depths, don’t stop, keep climbing, and climbing, and climbing. Soon, you’ll be on top of the world.",Attack,Eagle Feather Cyclone,AU 3,120,"At the beginning of your opponent’s turn, any character that has been hit by this move takes an additional 60 damage.","A cloak of feathers you can bend to your will, softening into the plushest blanket, or sharpening into hundreds of tiny daggers.<br><br>This attack shows the finest of control of this cloak, surrounding victims in their own personal cloud of knife-like feathers until one of them falls in battle.",,,DEADRKGK,AvaAasimar,"Altare in a Greek warrior inspired alternate outfit with a feathered cloak. He's smiling, holding an ancient form of his sword in pillar-filled ruins."
Common,Common_Ayi_ChibiAltare.jpg,054,Chibi Altare,Initiate,300,Food,Effect,Ew!,"Food 1, UwU 2",,Looks like your opponent gave Altare a few choco-caramel bars but he's not interested at all. I guess this is what people call the silence treatment. Deflect all opponent effects while Leader enjoys his gummies.,,Attack,End on a Sour Note,Food 2,150,"ALT-Rex is ready to chomp down on some sour deliciousness. If your opponent is smaller than Altare, pour them into the bowl!",,,,Ayi,kkinos,"A small Altare in a blue dinosaur onesie sits at a table happily munching on several gummy snacks accompanied by plushies of Magni, Dez, and Vesper. Several Altventurers happily look on in the right corner, with one telling a choco-caramel bar ""Sorry Leader doesn't like you."""
Common,Common_Mew_CrowdControlPizza.jpg,055,Crowd-Control Pizza,Initiate,250,Food,Effect,Doughnmai,"Food 1, UwU 1",,"One of your character cards raids into your stream, absolutely malding. But how can they mald when you’re just eating pizza and having a good time? It’s even okay that they forgot your drink and square cut. Heal 50 damage from one character card.","Order for: Yagoo<br>Size: <strike>X-Large Large Medium Small</strike> Altare<br>Cut: Tempus logo<br><br>Cheese: Snail cheese<br>Sauce: Blue slime jelly<br>Toppings: Fried axolotl tails, Purple spider legs<br>Sides: Hot wings (bat)<br>Dipping sauce: Altartar sauce<br>Drink: CEO tears<br><br>Special instructions: “<i>can you please write this on it in tomato sauce: would you still have hired me if I was a snail</i>”",Attack,Stuffed Crust...?,Food 1,80,The crust was a lie. Deal your opponent 1 point of disappointment damage for every percent of this crust that’s just air.,"There they were: a bunch of pizza-themed crewmates, doing their tasks. But there’s an impostor amidst them. And I mean, it’s gotta be Jalapeño, right? It’s literally shaped so sus. <br><br>At least, that’s what Crust’s been saying. Now the alarms are blaring. Someone sabotaged oxygen.<br><br>Where did all the air go…?",,,Mew (@chlckenkaarage),Lime 52,"A cat version of Altare smiles cheekily at the camera while serving a pizza to an excited Altventurer. Stars fill the background as the Altventurer looks at the pizza and says ""yum!"""
Common,Common_Qeeko_UnknownBlueSnacks.jpg,056,Unknown Blue Snacks,Initiate,200,Food,Hidden Ability,Organic Recovery,,,The blue jelly candies made by the Altventurers for the Tempus Guild look awfully similar to the Altventurers themselves. <br><br>Heal this card for 100 HP when this card takes damage the first time.,"As energy-filled slimes, Altventurers understand exactly what ingredients are needed to make sustaining snacks, especially for the boys’ numerous missions (but mostly Vesper and his camping trips to the middle of nowhere).",Effect,Slime Sacrifice,Food 1,,It turns out slimes are themselves edible…<br><br>You can allocate HP from this card to other character cards up to 100 HP.,Sometimes the slimes forget to buy enough gelatin and sugar from the local grocer for making a new batch of jelly candies. Oops.,,,Qeeko,whalerounded,The Altventurers learned to copy the colors of fruit jellies and snuck themselves into Altare's favorite snacks.
Common,Common_Lambdadelta_TogetherForever.jpg,057,Together Forever,Knight,550,Food,Attack,Main Course,"Horror 1, Food 1",300,"You can’t hold back anymore. Your opponent is the main course, and you intend to take a nice big bite out of them. Deals 300 points of puncturing damage.","When you announce that the feast is finally prepared, your magmite friend comes skittering into the dining room. You observe them with a wide smile as they excitedly peer at the array of delectable side dishes before them. However, the lack of a main dish confuses them. They voice their concern aloud before turning to look at you, and then…",Effect,Last Bite,"Horror 1, Food 2",,"When an opposing character’s HP is 20% or lower, consume the remainder of their life’s essence to replenish your own.","Tasty… Your friend’s doughy flesh and jelly-like innards are far too tasty for you to not consume every last bite. Manners dictate that you must finish your meal, and you’re quite well-known for being polite. ",,,Lambdadelta,Phe,"A happy Altventurer slime with its mouth full and Magmite residue on their face stands next to a purple stains on the wall and floor in a dark room with a window and a lamp, drawn in a picture book art style."
Uncommon,Uncommon_yukinayee_AltareQuickSnack.jpg,058,Altare's Quick Snack!,Knight,400,Food,Attack,Lick the Stick,"Food 1, UwU 1",150,"Altare licks his glowstick. The enemy takes 150 damage out of raw perplexion, because people typically don't lick glowsticks in the middle of a battle.","While it may seem odd for one to lick a stick normally used in concerts and the like, this one apparently is lime flavored. ",,,,,,,,,yukinayee,Kardboard,A young Altare licks a glowstick. The glow reflects in his eyes before his tongue.
Uncommon,Uncommon_Mini_DreamyCafeDate.jpg,059,Dreamy Cafe Date,Noble,500,Food,Effect,Glamorous Whispers,Zatsu 1,,The blue isekai hero charms all dates in the nearby area with his beautiful voice. Applies a global 30% debuff to all opposing attacks for this turn only.,"The altventurers always complain about Altare’s over-the-top cringiness and odd gaps in his pop culture knowledge. Despite these “deficiencies,” altventurers still love him for his affable personality and cute smile. The baristas at the local cafe are always enamored by the Guild Leader when he stops by for a date. ",Attack,A Mug!,Food 1,50,A splash of boiling Elysium coffee deals 50 AoE damage to all enemies.,"Elysian coffee is steeped from infused coffee beans, which provide an additional fiery kick compared to normal caffeine. Its strength means that a thrown mug of the boiling hot joe can hurt enemies of all archetypes.",,,Mini,whalerounded,Altare sits across the table at a familiar cafe. His charms make the Elysium coffee extra sweet.
HoloRare,HoloRare_miiversian_FiveStarChef.jpg,060,Five Star Chef (A),Knight,666,Food,Effect,The Five Star,Food 2,,"Search for a Food item card from the deck, add it to your hand, then shuffle.<br><br>Here with us today is Altare, a Five Star Professional Chef! We’re so honored to have the best seiso chef prepare a recommended dish from his menu for us! ",What dish will he serve us? We don’t know because he warned us not to peek while he’s cooking. Let him cook! Trust in his skills! The dish will definitely be delicious.,Effect,Dish of the Day,"Horror 2, Food 2",,Opponent is poisoned for one turn.<br><br>Today’s recommended dish is Fusilli Aglio Olio e Peperoncino. Think it looks weird? Nah...,Recommended menu for today is Fusilli Aglio Olio e Peperoncino… Looks weird? It’s all in your head. Look at this al dente fusilli and perfect garlic fried with olive oil and finished with a garnish of parsley leaves! It’s not poisonous or toxic for sure! (COPIUM),,,miiversian,BanBan,"Full card art of Altare, wearing an apron that says ""Seiso Chef"", proudly holding up a censored plate of food to the viewer. He's in a messy kitchen with a blue fire on the counter behind him, and red-purple stains and pasta on the floor."
Common,Common_Lambdadelta_AFriendlyVisit.jpg,061,A Friendly Visit,Initiate,400,Friendship,Attack,Trapped,"UwU 1, Friendship 1",150,"You need to make sure your Magmite friend has a good time while they’re here. You’re so innocent, they’ll never suspect a thing. Deal 150 surprise damage to your opponent.","Your Magmite friend has come for a visit, so it’s your job to make sure they have a pleasant time while they’re here! The room to which you bring them is filled with many enticing pleasantries, enough to keep them comfortable and occupied while you make the necessary preparations…",Effect,Preparations,Friendship 1,,Your Magmite friend looks awfully tasty… Allows you to search your deck for a food item to add to your hand.,"Feeling quite famished, an idea comes to you: you should prepare a feast! What kind of host would you be if you didn’t share your food with your Magmite friend as well? Your companion will be stuffed to the brim once they finish their meal, and then it will be time for dessert…",,,Lambdadelta,Phe,"A happy Altventurer slime and a Magmite next to each other in a cozy room with a window and a lamp, drawn in a picture book art style."
Common,Common_Mini_ALTimatePose.jpg,062,ALTimate Pose,Knight,250,Friendship,Attack,Give Me Your Address!,Friendship 3,090,"Opponents must give their address no matter what, or Altare will continue posing until he gets an address.<br><br>His intent to send the gift is so powerful that he had to take this pose to show the determination in his mind and soul. Tell me your address NOW!","Opponents must give their address no matter what, or Altare will continue posing until he gets an address.<br><br>On his gladiator guildmate birthday, Altare intend to sending the precious gift but his guildmate refuse it and say “Nah, I don’t need a gift”.So Altare become mad and doing this ALTimate pose and say “Get F****Tell me your address”. Finally the gift is sent to his guildmate according to the intention of Altare.",,,,,,,,,Mini,BanBan,"Altare floating above a big present box and doing T-pose in front of Axel, who’s cowering in fear from his dominance."
Common,Common_Qeeko_AltventurerTidalWave.jpg,063,Altventurer Tidal Wave,Knight,500,Friendship,Attack,Get Slimed!,UwU 2,200,"While Altare’s slime-filled trainees appear weak, one would be unwise to underestimate their strength in numbers. Deals 200 damage to a single enemy. Deal 100 additional damage per card with the element “UwU” or “Friendship”.","One of the worst ways to die in battle is to be killed by Altare’s altventurers. Like their leader, the slimes possess little conscience. In battle, the slimes form an unwavering tidal wave that overwhelmingly suffocates enemies. May not be effective against anaerobic enemies on alien worlds. ",Effect,Gooey Guardhouse,Friendship 2,,A non-violent method of subduing enemies. Choose an opposing card and negate its effect. Any damage is still dealt.,"To capture live prisoners, slimes surround the enemy to form a nearly unbreakable prison. Many enemies consider live capture by altventurers better than getting smothered mercilessly by blue slimes. ",,,Qeeko,whalerounded,"A veritable wave of Altventurers crowd onto the screen from the right, heading towards the left, happily looking to overtake anything in their way."
Common,Common_Kinokoneko_TheBiggestL.jpg,064,The Biggest L,Initiate,200,Friendship,Effect,Dishing It Out,Friendship 3,,"From their hand, your opponent must discard the character with the highest attack power. If two or more cards share this attack power, they must choose. If none are held, draw until one is received. All other cards must be returned to the deck.","Receiving the gift may not have been anywhere near the biggest L of Dez’s life, but he was certainly handed one. Now your opponent must suffer a fate worse than his. You’ll make sure of that.",Attack,Gracious Acceptance,Friendship 1,150,"An L on wheels heading straight for your opponent? Flattens them like a pancake, dealing 150 points of damage.","An L of this size is sure to be rejected by most people, yet Magni Dezmond graciously accepted the L that was gifted to him. Could your opponent possibly do the same after suddenly being flattened by it?",,,Kinokoneko,Phe,"Chibi Altare excitedly rides a red massive L on wheels. Behind him, is a slime caught off guard."
Common,Common_Eevee_BoysNight.jpg,065,Boys' Night!,Initiate,360,Friendship,Attack,Hey Dude Watch This,"Horror 1, Friendship 1",070,"This card summons the fighting spirit of Altare and Rikka (no brain cells version). Goad the opponent into dumb shit.<br><br>Trial by fire—taken literally. C’mon, just stick your hand in, it can’t hurt that much.",,Attack,Campfire Duet,"Music 2, Friendship 1",100,An angels’ choir descends upon the opponent and literally brings them closer to Heaven. Worth it.,,,,Eevee,The Cooler Garfield,Chibi Altare and Chibi Rikka sit on a blanket with a guitar laid on top of it. A campfire roars cheerily behind them.
Uncommon,Uncommon_VetrFaegir_BlueDemonSiblings.jpg,066,Blue Demon Siblings,Initiate,666,Friendship,Attack,"""Let's Go Ragus!""",Friendship 4,333,"Flip a coin. If it's heads, search for one character card from your deck and place it in your play zone while shouting: ""Ragus!!"" Beware of this blue demon girl, for when she calls out ""Ragus!"" her beloved brother will appear out of nowhere and start attacking you.","Flip a coin. If it’s heads, search one character card from your deck and place it in your playzone while shouting “Ragus!!” <br><br>Beware of this blue demon girl since even though she seems alone, her brother is never far. If you overwhelm her, she will throw a tantrum that makes her beloved brother ""Ragus"" appear. Don't you dare insult his little sister!",Attack,"""Hah... OK Princess!""","Friendship 2, UwU 1",66,"Flip a coin. If it’s heads, negate damage for 1 turn. <br><br>Although these siblings often argue, Altare will always protect his sister!","Although Altare enjoys teasing his sister close to her breaking point, when she is in danger, he will protect her with everything he has. Those who try to harm Kobo are unforgivable!",,,VetrFaegir,BanBan,"Demon Kobo is sitting on the shoulders of Demon Altare. Demon Altare has yellow sclera, blue pupils, and a maniacal smile on his face."
Uncommon,Uncommon_SenaVT_CheeringThemOn.jpg,067,Cheering Them On!,Knight,310,Friendship,Hidden Ability,Silent Moderator,,,<br>The opponent’s highest HP online card is instantly discarded. Not a single chat feed is immune to Leader’s watchful eyes... It’s his job to silence troublemakers before TEMPUS can realize they were there in the first place. ,,Effect,Lightsticks Chant,Friendship 2,,"Each of the player’s online cards receives a temp HP buff of +50.<br>ON TOP OF THE WOOORLD…!! YOU’RE WITH ME, NOT ALONE!",,,,SenaVT,The Cooler Garfield,"Altare sits in a room looking to the left with a pink headband across his forehead and two lightsticks in his hands. Posters for the cover art of Top of the World, Tempus' logo, and two Holostars concerts can be seen out of focus on the walls."
Uncommon,Uncommon_picolas_GanbatteGanbatte.jpg,068,Ganbatte! Ganbatte,Knight,300,Friendship,Attack,Cheering Frenzy,Friendship 2,300,"Keep cheering louder! The higher the audience hype, the more Altare is empowered, dealing +50 damage when there are other Tempus cards online. Even better if he’s currently taking malding damage. ","Altare’s energy rose the more chat cheered his oshis on. He kept looking at them in awe, and even if he was separated from them by a screen, he swung his pen lights over and over until they got to the chorus, singing along with the biggest grin on their face. He’d be next on that stage, and though the excitement of cheering them on kept him happy, the butterflies in his stomach kept gnawing at his mind.  ",Effect,Underneath the Pen Lights,UwU 2,,Don’t the penlights inspire you to work as hard as your idols? Faster! Heals all cards online for half of their base HP. ,"Just because you’re an idol yourself doesn’t mean you don’t have people to aspire to! Underneath the lights, you feel their hearts pour out and give the brightest smiles they could ever give—and you remember that you gotta give the same to your fans too!",,,picolas,Nyx (CandorArchives),"An excited Altare looks at the audience decked out in full otaku concert garb, stars in his eyes. Around him, an audience is just as excited for the Holostars concert to begin."
Uncommon,Uncommon_mowo_InstantRegret.jpg,069,Instant Regret,Initiate,500,Friendship,Attack,Absolute Disgust,Friendship 2,400,"Before you realize it, the cartridge has left your hand and hurtles toward your opponent. Deals 400 piercing damage as it hits them smackdab in the eye.","You knew better than to listen to them, but the voices in your head… They made the cartridge more enticing, and the temptation was too much to resist. Disgust washes over you in the aftermath of your terrible decision, eliciting a knee-jerk reaction of flinging it as far from you as possible.",Effect,Suffer Together,Friendship 2,,Your opponent must suffer with you. The shock of the taste immobilizes an opposing character of your choice.,"Your own experimental lick of the cartridge left you shell-shocked and regretting everything that led you to that decision. Surely forcing your opponent to do the same would have a similar effect, right? There’s only one way to find out…",,,Mowo (ieka95),Phe,"Altare stares in disgust with his tongue out at a Switch cartridge with the name ""Splat Tim"" on it, looking like he's either about to lick it or lost a bet and is dreading doing it."
Uncommon,Uncommon_Vinhsenn_NoLegsToStandOn.jpg,070,No Legs to Stand On!!,Initiate,001,Friendship,Effect,"Supposedly, an Effect",Friendship 1,,"Supposedly, this card has a useful effect. However, just like what happened in the court, it ain’t gonna happen to this card either. Oh well, feel free to drop this card off somewhere if you wanna.","It could have been worse. You know, someone is actively thinking they stand a chance against the dignified Judge Magni. Bad choice, really.",,,,,,,,,Vinhsenn,Frenz,"The scene from the Judge Magni courtroom, seen from the gallery. Everyone looks upset as Altare pleads his case, shown legless from the waist down and floating in midair."
Uncommon,Uncommon_Shiitake_PenguinParty.jpg,071,Penguin Party,Knight,250,Friendship,Attack,Penguin Army!,"AU 1, Friendship 1",040,"With all except the leader of the Tempus Guild as penguins, they charge into the opponent at full force in hopes of turning back. Plus 10 malding damage if a card that has Vesper, Magni, or Axel is online on your field.<br><br>CHAAAAARGE!!!","During an expedition of the Tempus Guild into the snowy lands, a penguin queen who mistook them as trespassers cursed them into penguins! And the only one who managed to dodge it was their leader Altare, who thought it would be fun to dress as a penguin during the exhibition for fun. Now, the guild must fight back and reclaim their original forms!",Effect,A Fun Predicament,"UwU 1, Friendship 1",,"If cards involving Magni, Vesper, or Axel are online on the enemy field, choose one of them and turn them into a penguin! ","Despite how terrible the situation sounds, Altare finds it both funny and adorable! He’s taking the situation seriously, sure, but what trouble is there in enjoying it while it lasts? But while it’s there, they’re not able to help much. Cause come on, how much harm can a bunch of penguins do?",,,Shiitake,Potato,"In an Antarctic landscape, Altare stands in a penguin onesie, with penguin-ified Dez, Axel and Vesper standing around him looking incredibly distraught. "
Uncommon,Uncommon_skycompass_PrincessKobont.jpg,072,Princess Kobon't,Noble,270,Friendship,Attack,Recorder Fanfare,"Music 2, Friendship 1",210,"Announce the entrance of her royal highness, except the band is using plastic recorders and they didn’t practice beforehand. Deal ear-piercing damage to your opponent by forcing them to attend this ceremony in the parking lot of a breakfast diner.","The coronation of Princess Kobon’t was a solemn affair. Everyone pulled up to the function in their best cosplay to memorialize the loss of the last princess, who was even shorter than the new one. Princess Kobon’t herself mourned her predecessor’s death by playing early 2000’s pop hits on her phone throughout the ceremony.<br><br>Some attendants swear they could hear the old princess’ voice even as the new one was crowned, saying things like “<i>I’m not dead, Ragus!</i>” and “<i>Stop stealing my outfit!</i>” ",Attack,Sister Squabble,"AU 1, Friendship 1",100,Regina raided her little sister’s closet without asking again…. Deal damage to your annoyed opponent who overhears the fight.,"“Regan! Why are you wearing my clothes?”<br><br>“What are you talking about? These are my clothes.”<br><br>“No, no, no! That’s not your clothes, that’s my clothes!”<br><br>“Listen, if you’re jealous, why don’t you just go buy your own?”<br><br>“...I’m telling Dad.”<br><br>“Okay, wait, no, I’m sorry-”",,,skycompass,Lime 52,"Regina looks joyfully at the camera, a light blue umbrella trailing in her left hand. in the left corner, Kobo can be seen looking upset and a little confused with Regina's arrival."
Uncommon,Uncommon_kirisviel_SafariLeader.jpg,073,Safari Leader,Knight,275,Friendship,Attack,A New Adventure Dawns,Friendship 3,060,"Strike out at your opponent with all the vim and vigor of someone at the beginning of a new journey! If you have other cards in your hand featuring Axel, Magni, or Vesper, add 10 points for each of them. ","Nature documentaries were a favorite of his to watch, so learning that a safari was a part of their quest filled him with excitement. Altare was excited to see where it would lead them; however, a hint of caution tempered his otherwise blind enthusiasm. What animals would they see? What dangers would they have to avoid? And, of course, how would it tie into this latest quest? What was this artifact this scientist they were escorting wanted to recover? ",Effect,"I Got You, Buddy",Friendship 3,,"On your next turn, gain a one-turn resistance to any element of your choice. ","Knowing the safari would take them to a very sunny clime, Altare made sure to bring sunscreen for him and the boys, as well as a large, floppy hat for Vesper. Thankfully, the resident scholar was amenable to his new accessory, much to Altare’s relief. He wanted only the best for his guildmates.",,,kirisviel,Brainy,"A smiling Altare wearing khakis and a dark brown wide brim hat, tipping the hat slightly at the viewer."
Uncommon,Uncommon_honnyuu_ShinySpicySpy.jpg,074,"Shiny, Spicy, Spy",Knight,107,Friendship,Hidden Ability,Open Rivalry,,,"Okay, so two guys just pulled up to this joint wearing secret agent suits and loudly arguing over who’s the better spy.<br><br>Which means they obviously can’t be real secret agents, right…? Half any damage done to this card until it uses an attack.","Every tenth word they say makes security want to remove them even more. The orange one is grinning angrily, all his features smug, energy packed behind his North Elysian vowels. The blue one cackles, insisting he’s the best spy and demon lord—meanwhile, their colleagues crack the hidden safe’s numbers.",Attack,My Hostage…,"Friendship 2, Horror 1",570,"Deal 570 betrayal damage to one of your opponent’s character cards - the one civilian Axel cared about. And now, time to bail!","<br>The hostage was actually the writer of this card, and they left behind a message scrawled in blood:<br>“43yosi8ae1567imoXa7_dou92zh1faoez9uk0i<br>https://www.youtube.com/watch?v=???????????&ab_channel=RegisAltareCh.HOLOSTARS-EN<br>Reply to my comment with the title of this card.”",,,honnyuu,Lime 52,"Altare in a black suit pulls on gloves of the same color, with an earpiece visible in his ear. Behind him, Axel speaks to him and is in the same outfit, brandishing a handgun and looking excited."
Uncommon,Uncommon_Fluor_StarchaserAltare.jpg,075,Starchaser Altare,Initiate,380,Friendship,Effect,Bed of Stars,Friendship 4,,"Looking upon such brilliantly shining stars, you can’t help but feel the warmth of friendship. Restore 150 hp to all Friendship Element talents.","Once upon a time there was an eagle who wished to become a star. One day it had found seven stars that had fallen from the skywith no way home. So the eagle gathered them and flew far above the clouds. He set each star in their place. His heart ached to stay, but he shut his eyes and turned to leave. The stars asked where he was going. He told them, well, this is not where I live. They responded, what do you mean? You're one of us. The eagle opened his eyes and realized he was, indeed, a star.",,,,,,,,,Fluor (FluorescenceFuture),KageKitsuneofLight,"A relaxed Altare in a light gray hoodie, jeans, blue sneakers and a blue scarf lays contently on a giant pink cloud, reaching out towards a star that floats just within reach. "
Uncommon,Uncommon_amxhoshi_UnderTheStarrySky.jpg,076,Under the Starry Sky,Noble,400,Friendship,Effect,Summer Triangle,Friendship 2,,"Like diamonds scattered across a black canvas, stars shine their brightest against a dark backdrop. Other Friendship talent cards receive an additional 50 HP when this card is used. ","This set of asterisms is called by another name, the Navigator’s Triangle. Long ago, a light party of guild members set off from their humble beginnings, with only each other to depend on. With every step, they travel across Elysium and into the hearts of many. It has slowly become a common belief that these stars will guide aspiring adventurers to a place where they can lay down their worries and rest easy beside kind peers.",,,,,,,,,amxhoshi,Dholwrites,"A smiling Altare holds his arms out wide under a starry sky, which has a constellation that spells out ""TEMPUS"". Around him float the heads of Dez, Axel and Vesper."
Uncommon,Uncommon_minjastars_AllTogether.jpg,077,All Together!,Noble,220,Friendship,Effect,Keep Goin' Goin' Yeah!,"Friendship 1, Music 1",,"With the other Holostars by their side, Altare and his fellow leaders spearhead the charge. This attack gains 30 damage for each Friendship Element Talent and Music Element Talent on the field that you control.","The music stops, and all of the Holostars release their final poses. <br><br>Altare looks back at the rest of Tempus; most of them hadn't had any sort of experience with performing on stage, but they were keeping up with the rest of the boys quite well. In spite of their fatigue, the three of them nod and smile at him.<br><br>Fuma waves him over and says, ""You and Tempus are very good! Good leader!""<br><br>Altare grins. ""You're a good leader, too!""<br><br>Miyabi smiles and claps for both of them, echoing the sentiment.",Effect,A Journey We Can't Make Alone,"Friendship 1, UwU 1",,"On your turn, pay the cost to add 10 damage to all attacks from Friendship Element Talents and Music Element Talents.","Altare wipes the sweat off his brow. Rehearsing for a concert was unlike anything he'd ever done - it was grueling and tiresome, but as he looks around at the other Holostars members working equally as hard, he can't help but feel proud.",,,minjastars,mayari marionette,"The screen is cut into three triangles: the left showing Miyabi holding a red diamond-shaped star, the right showing Fuma holding a yellow diamond shaped star, and the middle showing Altare, holding a blue diamond-shaped star with TEMPUS colored diamond-shaped stars surrounding him."
Rare,Rare_agua_ElysiumEscapists.jpg,078,Elysium(?) Escapists (A),Knight,500,Friendship,Effect,Partner in Crime,Friendship 1,,"To commemorate the excellent cooperation…<br>Now stop the game and re-create that escape scene with your opponent; only come back when you finish it.<br>If you can’t do it then that’s okay too, watch that moment instead then continue the game.","Working with your bro, running away from police, escaping prison and shooting them down to cut the line? Yeah, that kind of stuff - good times honestly.",,,,,,,,,agua (wildjinko),Frenz,"Full art card with Altare desperately trying to control and drive an old pick-up truck. Dez is standing in the bed of his truck with a shotgun pointed at the distance, shining an elated grin."
Rare,Rare_Katra_FirstBlood.jpg,079,First Blood (A),Initiate,001,Friendship,Effect,Payback,Friendship 1,,"Hold this card on the field for 3 turns, during which it cannot be destroyed. After 3 turns, select 2 cards on the opponent playfield and destroy them.","Being cornered, you can only bitterly suppress your saltiness. But don’t worry, your time will come… You will have a chance to unleash such devastation, it will make people wonder if it was fully your intention. At which, you will just laugh. Laugh at their carelessness for provoking a sleeping demon.<br><br>Oh, and Brian, you’re so dead for provoking an unfathomed force.",,,,,,,,,Katra,Frenz,"Full art card with Altare kneeling with a plaque hanging around his neck showing a fierce Magmite. Altare is looking up at what appears to be an out of focus guillotine blade, edge already stained red with blood."
Rare,Rare_Shad_FrontLeadingRest.jpg,080,Front Leading Rest (A),Knight,400,Friendship,Effect,Protect the President o7,Friendship 2,,"Drop and give me 5! When one of your other active character cards is hit, reduce the damage by 5 for every push-up you can do in real life.<br><br>If the character card depicts Vesper, increase that damage reduction to 10 per push-up.","Vesper was very confused one morning when he woke up to find Altare playing drill-sergeant to a troop of altventurers, all training to be the scholar’s bodyguards. <br><br>“Front leaning rest position, <i>move!</i>” Leader commanded. “Drop and give me 50!”<br><br>100 little blue slimes with no arms blinked back in unison, totally confused. Seeing this, Altare sighed and gave up immediately. Looks like he’s gonna have to be the scholar’s bodyguard himself.",Attack,Honor the Gifts o7,UwU 1,240,"Do non-stop push-ups to honor your supportive fans, dealing your opponent 240 malding damage as they watch in jealousy.","Some kids get back an A- on their test, and complain about scoring low. Some guys have a million girls crushing on them in high school, and complain they can’t get with the one they like.<br><br>Altare? Altare does 100 push-ups straight, then complains about being out of shape. That’s just unfair, man.",,,Shad,Lime 52,Full art card that shows Altare in the middle of doing one arm pushups. An Altventurer with a gym whistle rests on his back.
Rare,Rare_TheCoolerGarfield_Tempantsu.jpg,081,TEMPANTSU (A),Initiate,801,Friendship,Attack,Private's Privates,"Horror 1, Game 1",120,"Four of the opponent’s online cards are stripped down to their underwear as a form of public humiliation. Any weapons they hold are unequipped and added to the player’s schedule. GG.<br><br>Now, imagine the opponent in their underwear. Oh no, they’re hot…!!",,Attack,Senpai Solidarity,Friendship 3,180,A bright red elephant trunk whips your opponent across the face. <i>Yabai!</i>,,,,The Cooler Garfield,The Cooler Garfield,"Full art card that shows a shirtless Altare brandishing a weapon named the Lonely Rifle-Greatsword while standing in front of a clothesline where Gamma, Vesper, Dez's and Axel's pantsu are fluttering in the wind."
Rare,Rare_Harmonia_WheelofTempus.jpg,082,Wheel of Tempus (A),Noble,750,Friendship,Attack,Spin the Wheel,AU 3,500,"Spin the Wheel of Tempus and take a chance with fate. If you have less than three item cards in your hand, deal 250 damage to the target. If you have more than three item cards in hand, deal 500 damage, and the next card is played at half cost.",,Effect,Hosting Prowess,Friendship 2,,You're the host with the most! Your hosting skills set everyone at ease... mostly. Heal two nearby cards for half their HP.,,,,Harmonia,Orion Valiant,"Full art card of Altare in a suit, with a mustache and a monocle, looking elated."
HoloRare,HoloRare_Lambdadelta_ByYourSide.jpg,083,By Your Side (A),Noble,900,Friendship,Attack,Brothers-in-Arms,Friendship 3,500,"You are empowered by the presence of your allies. For each ally character in play, add 50 damage to the base damage of this attack.","People always make fun of the power of friendship, but damn is it empowering to have friends by your side. Their presence gives you the strength to overcome your limits and take on even the strongest of enemies. When you believe you can no longer fight, you think of them and rise once more.",Effect,Refreshing Massage,Friendship 3,,"After receiving a massage from you, the damage dealt by all allies increases by 200 while this character is in play.","Refreshing and revitalizing, your massages provide your allies with extra strength to turn the tide of battles long believed to be lost. Supporting your allies, comrades, and friends can be done in many ways. This is simply one of your preferred methods.",,,Lambdadelta,Phe,Full art card of Dez and Altare in casualwear making finger guns at the audience while looking confident and standing back to back.
HoloRare,HoloRare_CabbageForYou_CleanupCrew.jpg,084,Cleanup Crew (A),Knight,400,Friendship,Attack,Blood Pact,Friendship 3,300,"You have their back, they have yours. A quiet promise to stick together and help each other despite the hell that you have found yourself in. Trigger this attack when a talent on your field has been hit to deal 300 damage to the attacker.","Anyone sane can tell from just a glance; to attack any of them is to attack the entire group. The four talents have stuck together through horde after horde. Each wave deepens the bond they share until they are nothing short of a family.<br><br>Words whispered among the survivors, that despite his innocent smiling face, the leader has a deadlier aim than most. ",Effect,Overcome the Horde,"Horror 2, Friendship 2",,"The odds are not in your favor. When there are more talents in the opposing field, All talents on your field gain 100 HP.","There is a point when everything feels hopeless. Enemies are around every corner, resources are low, and no safehouse is within reach. In times like these, the only thing one can do is have faith. And Altare believes that they will all see the next sunrise.",,,Cabbage,Dholwrites,"Full art card of Altare, Risu, Zeta, and Axel in their zombie fighting personas. Altare is in front carrying a shotgun, Risu is looking to the left while Axel and Zeta are talking in the back, with Zeta looking annoyed and Axel looking oblivious."
